sol,instance,strategy,seed,feasible,worst_bound,worst_int,worst_row_rel,obj_recomputed,obj_reported,obj_rel_err,unknown_vars
air05__C:D+RST@stall20__s0.json.gz,air05.mps.gz,C:D+RST@stall20,0,True,0.0,0.0,0.0,26374.0,26374.0,0.0,0
air05__C:D+RST@stall20__s1.json.gz,air05.mps.gz,C:D+RST@stall20,1,True,2.3282962859281855e-14,2.5424107263916085e-14,1.7541523789077473e-14,26374.0,26374.0,0.0,0
air05__C:D>PSC@25__s0.json.gz,air05.mps.gz,C:D>PSC@25,0,True,0.0,0.0,0.0,26374.0,26374.0,0.0,0
air05__C:D>PSC@25__s1.json.gz,air05.mps.gz,C:D>PSC@25,1,True,2.3282962859281855e-14,2.5424107263916085e-14,1.7541523789077473e-14,26374.0,26374.0,0.0,0
air05__C:D__s0.json.gz,air05.mps.gz,C:D,0,True,0.0,0.0,0.0,26374.0,26374.0,0.0,0
air05__C:D__s1.json.gz,air05.mps.gz,C:D,1,True,2.3282962859281855e-14,2.5424107263916085e-14,1.7541523789077473e-14,26374.0,26374.0,0.0,0
air05__C:HEU>HOFF@25__s0.json.gz,air05.mps.gz,C:HEU>HOFF@25,0,True,7.771561172376096e-16,1.2212453270876722e-15,7.771561172376096e-16,26374.0,26374.0,0.0,0
air05__C:HEU>HOFF@25__s1.json.gz,air05.mps.gz,C:HEU>HOFF@25,1,True,0.0,0.0,0.0,26374.0,26374.0,0.0,0
air05__C:HEU__s0.json.gz,air05.mps.gz,C:HEU,0,True,0.0,0.0,0.0,26374.0,26374.0,0.0,0
air05__C:HEU__s1.json.gz,air05.mps.gz,C:HEU,1,True,0.0,0.0,0.0,26374.0,26374.0,0.0,0
air05__C:HOFF>HEU@stall20__s0.json.gz,air05.mps.gz,C:HOFF>HEU@stall20,0,True,1.0290650404066377e-14,1.1877451987176328e-14,3.4416913763379853e-15,26374.0,26374.0,0.0,0
air05__C:HOFF>HEU@stall20__s1.json.gz,air05.mps.gz,C:HOFF>HEU@stall20,1,True,7.907255097608061e-16,1.4432899320127035e-15,8.881784197001252e-16,26374.0,26374.0,0.0,0
air05__C:HOFF__s0.json.gz,air05.mps.gz,C:HOFF,0,True,1.0290650404066377e-14,1.1877451987176328e-14,3.4416913763379853e-15,26374.0,26374.0,0.0,0
air05__C:HOFF__s1.json.gz,air05.mps.gz,C:HOFF,1,True,7.907255097608061e-16,1.4432899320127035e-15,8.881784197001252e-16,26374.0,26374.0,0.0,0
air05__C:INF__s0.json.gz,air05.mps.gz,C:INF,0,True,3.552713678800501e-14,4.196643033083092e-14,5.551115123125783e-15,26374.0,26374.0,0.0,0
air05__C:INF__s1.json.gz,air05.mps.gz,C:INF,1,True,0.0,0.0,0.0,26374.0,26374.0,0.0,0
air05__C:NOC__s0.json.gz,air05.mps.gz,C:NOC,0,True,0.0,0.0,0.0,26374.0,26374.0,0.0,0
air05__C:NOC__s1.json.gz,air05.mps.gz,C:NOC,1,True,3.774758283725532e-15,4.6629367034256575e-15,1.7763568394002505e-15,26374.0,26374.0,0.0,0
air05__C:PSC>D@25__s0.json.gz,air05.mps.gz,C:PSC>D@25,0,True,0.0,0.0,0.0,26374.0,26374.0,0.0,0
air05__C:PSC>D@25__s1.json.gz,air05.mps.gz,C:PSC>D@25,1,True,6.217248937900877e-15,6.217248937900877e-15,3.1086244689504383e-15,26374.0,26374.0,0.0,0
air05__C:PSC__s0.json.gz,air05.mps.gz,C:PSC,0,True,0.0,0.0,0.0,26374.0,26374.0,0.0,0
air05__C:PSC__s1.json.gz,air05.mps.gz,C:PSC,1,True,6.217248937900877e-15,6.217248937900877e-15,3.1086244689504383e-15,26374.0,26374.0,0.0,0
binkar10_1__C:D+RST@25__s0.json.gz,binkar10_1.mps.gz,C:D+RST@25,0,True,1.7173762412169765e-14,1.7173762412169765e-14,1.1102230246251565e-16,6742.200024,6742.200023998389,2.3890052373210945e-13,0
binkar10_1__C:D+RST@25__s1.json.gz,binkar10_1.mps.gz,C:D+RST@25,1,True,6.661338147750939e-16,6.661338147750939e-16,0.0,6742.200024,6742.200023998388,2.390354195670796e-13,0
binkar10_1__C:D+RST@stall20__s0.json.gz,binkar10_1.mps.gz,C:D+RST@stall20,0,True,1.7173762412169765e-14,1.7173762412169765e-14,1.1102230246251565e-16,6742.200024,6742.200023998389,2.3890052373210945e-13,0
binkar10_1__C:D+RST@stall20__s1.json.gz,binkar10_1.mps.gz,C:D+RST@stall20,1,True,6.661338147750939e-16,6.661338147750939e-16,0.0,6742.200024,6742.200023998388,2.390354195670796e-13,0
binkar10_1__C:D>PSC@25__s0.json.gz,binkar10_1.mps.gz,C:D>PSC@25,0,True,1.7173762412169765e-14,1.7173762412169765e-14,1.1102230246251565e-16,6742.200024,6742.200023998389,2.3890052373210945e-13,0
binkar10_1__C:D>PSC@25__s1.json.gz,binkar10_1.mps.gz,C:D>PSC@25,1,True,6.661338147750939e-16,6.661338147750939e-16,0.0,6742.200024,6742.200023998388,2.390354195670796e-13,0
binkar10_1__C:D__s0.json.gz,binkar10_1.mps.gz,C:D,0,True,1.7173762412169765e-14,1.7173762412169765e-14,1.1102230246251565e-16,6742.200024,6742.200023998389,2.3890052373210945e-13,0
binkar10_1__C:D__s1.json.gz,binkar10_1.mps.gz,C:D,1,True,6.661338147750939e-16,6.661338147750939e-16,0.0,6742.200024,6742.200023998388,2.390354195670796e-13,0
binkar10_1__C:HEU>HOFF@25__s0.json.gz,binkar10_1.mps.gz,C:HEU>HOFF@25,0,True,4.440892098500626e-16,4.440892098500626e-16,0.0,6742.200024,6742.200023998389,2.3890052373210945e-13,0
binkar10_1__C:HEU>HOFF@25__s1.json.gz,binkar10_1.mps.gz,C:HEU>HOFF@25,1,True,3.3306690738754696e-16,8.881784197001252e-16,0.0,6742.200024,6742.200023998388,2.390354195670796e-13,0
binkar10_1__C:HEU__s0.json.gz,binkar10_1.mps.gz,C:HEU,0,True,4.440892098500626e-16,4.440892098500626e-16,0.0,6742.200024,6742.200023998389,2.3890052373210945e-13,0
binkar10_1__C:HEU__s1.json.gz,binkar10_1.mps.gz,C:HEU,1,True,3.3306690738754696e-16,8.881784197001252e-16,0.0,6742.200024,6742.200023998388,2.390354195670796e-13,0
binkar10_1__C:HOFF>HEU@stall20__s0.json.gz,binkar10_1.mps.gz,C:HOFF>HEU@stall20,0,True,1.5562667750618782e-14,1.5562667750618782e-14,1.1102230246251565e-16,6742.200024,6742.200023999438,8.336562601153058e-14,0
binkar10_1__C:HOFF>HEU@stall20__s1.json.gz,binkar10_1.mps.gz,C:HOFF>HEU@stall20,1,True,2.842170943040401e-14,2.864375403532926e-14,1.1102230246251565e-16,6742.200024,6742.200023999474,7.796979261272559e-14,0
binkar10_1__C:HOFF__s0.json.gz,binkar10_1.mps.gz,C:HOFF,0,True,1.5562667750618782e-14,1.5562667750618782e-14,1.1102230246251565e-16,6742.200024,6742.200023999438,8.336562601153058e-14,0
binkar10_1__C:HOFF__s1.json.gz,binkar10_1.mps.gz,C:HOFF,1,True,2.842170943040401e-14,2.864375403532926e-14,1.1102230246251565e-16,6742.200024,6742.200023999474,7.796979261272559e-14,0
binkar10_1__C:INF__s0.json.gz,binkar10_1.mps.gz,C:INF,0,True,0.0,0.0,0.0,6742.200024,6742.200023998389,2.3890052373210945e-13,0
binkar10_1__C:INF__s1.json.gz,binkar10_1.mps.gz,C:INF,1,True,6.661338147750939e-16,6.661338147750939e-16,0.0,6742.200024,6742.200023998388,2.390354195670796e-13,0
binkar10_1__C:NOC__s0.json.gz,binkar10_1.mps.gz,C:NOC,0,True,0.0,3.3306690738754696e-16,0.0,6742.200024,6742.200023998389,2.3890052373210945e-13,0
binkar10_1__C:NOC__s1.json.gz,binkar10_1.mps.gz,C:NOC,1,True,2.220446049250313e-16,2.220446049250313e-16,0.0,6746.760023,6746.7600229995915,6.052729305680679e-14,0
binkar10_1__C:PSC>D@25__s0.json.gz,binkar10_1.mps.gz,C:PSC>D@25,0,True,0.0,4.440892098500626e-16,0.0,6742.200024,6742.200023998389,2.3890052373210945e-13,0
binkar10_1__C:PSC>D@25__s1.json.gz,binkar10_1.mps.gz,C:PSC>D@25,1,True,6.661338147750939e-16,6.661338147750939e-16,0.0,6742.200024,6742.200023998388,2.390354195670796e-13,0
binkar10_1__C:PSC__s0.json.gz,binkar10_1.mps.gz,C:PSC,0,True,0.0,4.440892098500626e-16,0.0,6742.200024,6742.200023998389,2.3890052373210945e-13,0
binkar10_1__C:PSC__s1.json.gz,binkar10_1.mps.gz,C:PSC,1,True,6.661338147750939e-16,6.661338147750939e-16,0.0,6742.200024,6742.200023998388,2.390354195670796e-13,0
cbs-cta__C:D+RST@25__s0.json.gz,cbs-cta.mps.gz,C:D+RST@25,0,True,0.0,1.1102230246251565e-16,2.8181901257084974e-11,0.0,0.0,0.0,0
cbs-cta__C:D+RST@25__s1.json.gz,cbs-cta.mps.gz,C:D+RST@25,1,True,7.105427357601002e-15,2.220446049250313e-16,9.49601508537512e-12,0.0,0.0,0.0,0
cbs-cta__C:D+RST@stall20__s0.json.gz,cbs-cta.mps.gz,C:D+RST@stall20,0,True,0.0,1.1102230246251565e-16,2.8181901257084974e-11,0.0,0.0,0.0,0
cbs-cta__C:D+RST@stall20__s1.json.gz,cbs-cta.mps.gz,C:D+RST@stall20,1,True,7.105427357601002e-15,2.220446049250313e-16,9.49601508537512e-12,0.0,0.0,0.0,0
cbs-cta__C:D>PSC@25__s0.json.gz,cbs-cta.mps.gz,C:D>PSC@25,0,True,0.0,1.1102230246251565e-16,2.8181901257084974e-11,0.0,0.0,0.0,0
cbs-cta__C:D>PSC@25__s1.json.gz,cbs-cta.mps.gz,C:D>PSC@25,1,True,7.105427357601002e-15,2.220446049250313e-16,9.49601508537512e-12,0.0,0.0,0.0,0
cbs-cta__C:D__s0.json.gz,cbs-cta.mps.gz,C:D,0,True,0.0,1.1102230246251565e-16,2.8181901257084974e-11,0.0,0.0,0.0,0
cbs-cta__C:D__s1.json.gz,cbs-cta.mps.gz,C:D,1,True,7.105427357601002e-15,2.220446049250313e-16,9.49601508537512e-12,0.0,0.0,0.0,0
cbs-cta__C:D__s2.json.gz,cbs-cta.mps.gz,C:D,2,True,0.0,0.0,2.4440893753308046e-11,0.0,0.0,0.0,0
cbs-cta__C:D__s3.json.gz,cbs-cta.mps.gz,C:D,3,True,1.9326762412674725e-12,0.0,4.424451157539789e-12,0.0,0.0,0.0,0
cbs-cta__C:D__s4.json.gz,cbs-cta.mps.gz,C:D,4,True,0.0,0.0,5.076320618132987e-13,0.0,0.0,0.0,0
cbs-cta__C:HEU>HOFF@25__s0.json.gz,cbs-cta.mps.gz,C:HEU>HOFF@25,0,True,0.0,0.0,9.045209026226075e-12,0.0,0.0,0.0,0
cbs-cta__C:HEU>HOFF@25__s1.json.gz,cbs-cta.mps.gz,C:HEU>HOFF@25,1,True,1.709743457922741e-14,0.0,2.7303714844606475e-12,0.0,0.0,0.0,0
cbs-cta__C:HEU__s0.json.gz,cbs-cta.mps.gz,C:HEU,0,True,0.0,0.0,9.045209026226075e-12,0.0,0.0,0.0,0
cbs-cta__C:HEU__s1.json.gz,cbs-cta.mps.gz,C:HEU,1,True,1.709743457922741e-14,0.0,2.7303714844606475e-12,0.0,0.0,0.0,0
cbs-cta__C:HEU__s2.json.gz,cbs-cta.mps.gz,C:HEU,2,True,4.519051799434237e-12,1.1102230246251565e-16,9.95344248078901e-11,0.0,0.0,0.0,0
cbs-cta__C:HEU__s3.json.gz,cbs-cta.mps.gz,C:HEU,3,True,2.118664551067284e-15,1.1102230246251565e-16,8.966161146872764e-13,0.0,0.0,0.0,0
cbs-cta__C:HEU__s4.json.gz,cbs-cta.mps.gz,C:HEU,4,True,0.0,0.0,2.7569058147491887e-12,0.0,0.0,0.0,0
cbs-cta__C:HOFF>HEU@stall20__s0.json.gz,cbs-cta.mps.gz,C:HOFF>HEU@stall20,0,True,2.7755575615628914e-17,1.1102230246251565e-16,1.8664181311578432e-11,0.0,0.0,0.0,0
cbs-cta__C:HOFF>HEU@stall20__s1.json.gz,cbs-cta.mps.gz,C:HOFF>HEU@stall20,1,True,1.332978172285948e-11,0.0,1.332978172285948e-11,0.0,0.0,0.0,0
cbs-cta__C:INF__s0.json.gz,cbs-cta.mps.gz,C:INF,0,True,0.0,1.1102230246251565e-16,2.8181901257084974e-11,0.0,0.0,0.0,0
cbs-cta__C:INF__s1.json.gz,cbs-cta.mps.gz,C:INF,1,True,7.105427357601002e-15,2.220446049250313e-16,9.49601508537512e-12,0.0,0.0,0.0,0
cbs-cta__C:INF__s2.json.gz,cbs-cta.mps.gz,C:INF,2,True,0.0,0.0,2.4440893753308046e-11,0.0,0.0,0.0,0
cbs-cta__C:INF__s3.json.gz,cbs-cta.mps.gz,C:INF,3,True,1.9326762412674725e-12,0.0,4.424451157539789e-12,0.0,0.0,0.0,0
cbs-cta__C:INF__s4.json.gz,cbs-cta.mps.gz,C:INF,4,True,0.0,0.0,5.076320618132987e-13,0.0,0.0,0.0,0
cbs-cta__C:NOC__s0.json.gz,cbs-cta.mps.gz,C:NOC,0,True,0.0,0.0,2.611244553918368e-13,0.0,0.0,0.0,0
cbs-cta__C:NOC__s1.json.gz,cbs-cta.mps.gz,C:NOC,1,True,0.0,0.0,1.6074253039732866e-11,0.0,0.0,0.0,0
cbs-cta__C:NOC__s2.json.gz,cbs-cta.mps.gz,C:NOC,2,True,0.0,1.1102230246251565e-16,8.730793865652231e-13,0.0,0.0,0.0,0
cbs-cta__C:NOC__s3.json.gz,cbs-cta.mps.gz,C:NOC,3,True,3.375077994860476e-13,0.0,3.0109248427834245e-13,0.0,0.0,0.0,0
cbs-cta__C:NOC__s4.json.gz,cbs-cta.mps.gz,C:NOC,4,True,0.0,0.0,2.7569058147491887e-12,0.0,0.0,0.0,0
cbs-cta__C:PSC>D@25__s0.json.gz,cbs-cta.mps.gz,C:PSC>D@25,0,True,0.0,1.1102230246251565e-16,2.8181901257084974e-11,0.0,0.0,0.0,0
cbs-cta__C:PSC>D@25__s1.json.gz,cbs-cta.mps.gz,C:PSC>D@25,1,True,7.105427357601002e-15,2.220446049250313e-16,9.49601508537512e-12,0.0,0.0,0.0,0
cbs-cta__C:PSC__s0.json.gz,cbs-cta.mps.gz,C:PSC,0,True,0.0,1.1102230246251565e-16,2.8181901257084974e-11,0.0,0.0,0.0,0
cbs-cta__C:PSC__s1.json.gz,cbs-cta.mps.gz,C:PSC,1,True,7.105427357601002e-15,2.220446049250313e-16,9.49601508537512e-12,0.0,0.0,0.0,0
cbs-cta__C:PSC__s2.json.gz,cbs-cta.mps.gz,C:PSC,2,True,0.0,0.0,2.4440893753308046e-11,0.0,0.0,0.0,0
cbs-cta__C:PSC__s3.json.gz,cbs-cta.mps.gz,C:PSC,3,True,1.9326762412674725e-12,0.0,4.424451157539789e-12,0.0,0.0,0.0,0
cbs-cta__C:PSC__s4.json.gz,cbs-cta.mps.gz,C:PSC,4,True,0.0,0.0,5.076320618132987e-13,0.0,0.0,0.0,0
cod105__C:D+RST@25__s0.json.gz,cod105.mps.gz,C:D+RST@25,0,True,4.169789652750767e-14,4.169789652750767e-14,1.1324274851176597e-13,-11.999999999999995,-12.000000000000005,8.881784197001248e-16,0
cod105__C:D+RST@25__s1.json.gz,cod105.mps.gz,C:D+RST@25,1,True,1.6209256159527285e-14,2.0933605662667542e-14,3.863576125695545e-14,-12.0,-12.0,0.0,0
cod105__C:D+RST@stall20__s0.json.gz,cod105.mps.gz,C:D+RST@stall20,0,True,9.106186907412625e-15,9.106186907412625e-15,1.9317880628477724e-14,-11.999999999999996,-11.999999999999996,0.0,0
cod105__C:D+RST@stall20__s1.json.gz,cod105.mps.gz,C:D+RST@stall20,1,True,1.6209256159527285e-14,2.0933605662667542e-14,3.863576125695545e-14,-12.0,-12.0,0.0,0
cod105__C:D>PSC@25__s0.json.gz,cod105.mps.gz,C:D>PSC@25,0,True,4.169789652750767e-14,4.169789652750767e-14,1.1324274851176597e-13,-12.0,-12.0,0.0,0
cod105__C:D>PSC@25__s1.json.gz,cod105.mps.gz,C:D>PSC@25,1,True,1.6209256159527285e-14,2.0933605662667542e-14,3.863576125695545e-14,-12.0,-12.0,0.0,0
cod105__C:D__s0.json.gz,cod105.mps.gz,C:D,0,True,4.169789652750767e-14,4.169789652750767e-14,1.1324274851176597e-13,-12.0,-12.0,0.0,0
cod105__C:D__s1.json.gz,cod105.mps.gz,C:D,1,True,1.6209256159527285e-14,2.0933605662667542e-14,3.863576125695545e-14,-12.0,-12.0,0.0,0
cod105__C:D__s2.json.gz,cod105.mps.gz,C:D,2,True,1.7244743685442079e-15,1.7244743685442079e-15,3.552713678800501e-15,-12.0,-12.0,0.0,0
cod105__C:D__s3.json.gz,cod105.mps.gz,C:D,3,True,4.517517606432357e-15,5.403746233547563e-15,8.43769498715119e-15,-12.0,-12.0,0.0,0
cod105__C:D__s4.json.gz,cod105.mps.gz,C:D,4,True,3.97035136663799e-15,3.97035136663799e-15,7.549516567451064e-15,-12.0,-12.0,0.0,0
cod105__C:HEU>HOFF@25__s0.json.gz,cod105.mps.gz,C:HEU>HOFF@25,0,True,4.884981308350689e-15,4.884981308350689e-15,8.43769498715119e-15,-12.0,-12.000000000000014,1.1842378929334989e-15,0
cod105__C:HEU>HOFF@25__s1.json.gz,cod105.mps.gz,C:HEU>HOFF@25,1,True,1.5667439123617083e-14,1.5667439123617083e-14,2.19824158875781e-14,-11.999999999999998,-12.0,1.4802973661668753e-16,0
cod105__C:HEU__s0.json.gz,cod105.mps.gz,C:HEU,0,True,4.884981308350689e-15,4.884981308350689e-15,8.43769498715119e-15,-12.0,-12.000000000000014,1.1842378929334989e-15,0
cod105__C:HEU__s1.json.gz,cod105.mps.gz,C:HEU,1,True,1.5667439123617083e-14,1.5667439123617083e-14,2.19824158875781e-14,-11.999999999999998,-12.0,1.4802973661668753e-16,0
cod105__C:HEU__s2.json.gz,cod105.mps.gz,C:HEU,2,True,4.129831574902633e-15,4.129831574902633e-15,5.551115123125783e-15,-12.0,-12.000000000000002,1.480297366166875e-16,0
cod105__C:HEU__s3.json.gz,cod105.mps.gz,C:HEU,3,True,6.058673396817455e-15,1.2323475573339238e-14,1.7319479184152442e-14,-12.000000000000005,-11.999999999999995,8.881784197001256e-16,0
cod105__C:HEU__s4.json.gz,cod105.mps.gz,C:HEU,4,True,1.509903313490213e-14,1.509903313490213e-14,1.84297022087776e-14,-11.999999999999996,-12.000000000000012,1.3322676295501865e-15,0
cod105__C:HOFF>HEU@stall20__s0.json.gz,cod105.mps.gz,C:HOFF>HEU@stall20,0,True,9.381409602590235e-15,9.381409602590235e-15,2.375877272697835e-14,-11.999999999999998,-11.999999999999998,0.0,0
cod105__C:HOFF>HEU@stall20__s1.json.gz,cod105.mps.gz,C:HOFF>HEU@stall20,1,True,3.3788872017655694e-15,4.8681482684500165e-15,9.769962616701378e-15,-12.0,-12.0,0.0,0
cod105__C:HOFF__s0.json.gz,cod105.mps.gz,C:HOFF,0,True,9.381409602590235e-15,9.381409602590235e-15,2.375877272697835e-14,-11.999999999999998,-11.999999999999998,0.0,0
cod105__C:HOFF__s1.json.gz,cod105.mps.gz,C:HOFF,1,True,3.3788872017655694e-15,4.8681482684500165e-15,9.769962616701378e-15,-12.0,-12.0,0.0,0
cod105__C:HOFF__s2.json.gz,cod105.mps.gz,C:HOFF,2,True,9.622930819644178e-15,9.622930819644178e-15,2.3314683517128287e-14,-12.0,-12.0,0.0,0
cod105__C:HOFF__s3.json.gz,cod105.mps.gz,C:HOFF,3,True,7.437951930008053e-15,7.681008189512848e-15,1.687538997430238e-14,-12.000000000000004,-12.000000000000004,0.0,0
cod105__C:HOFF__s4.json.gz,cod105.mps.gz,C:HOFF,4,True,7.815585437999494e-15,7.815585437999494e-15,1.7985612998927536e-14,-12.0,-12.0,0.0,0
cod105__C:INF__s0.json.gz,cod105.mps.gz,C:INF,0,True,0.0,0.0,0.0,-12.0,-12.0,0.0,0
cod105__C:INF__s1.json.gz,cod105.mps.gz,C:INF,1,True,2.2933989932276895e-14,2.5170732375033293e-14,5.81756864903582e-14,-12.000000000000005,-12.000000000000005,0.0,0
cod105__C:INF__s2.json.gz,cod105.mps.gz,C:INF,2,True,3.9968028886505635e-15,1.021405182655144e-14,1.2434497875801753e-14,-11.999999999999998,-11.999999999999998,0.0,0
cod105__C:INF__s3.json.gz,cod105.mps.gz,C:INF,3,True,7.549516567451064e-15,7.549516567451064e-15,1.9539925233402755e-14,-12.0,-12.0,0.0,0
cod105__C:INF__s4.json.gz,cod105.mps.gz,C:INF,4,True,3.97035136663799e-15,3.97035136663799e-15,7.549516567451064e-15,-12.0,-12.0,0.0,0
cod105__C:NOC__s0.json.gz,cod105.mps.gz,C:NOC,0,True,2.0734430112457146e-15,7.771561172376096e-15,5.10702591327572e-15,-11.999999999999998,-11.999999999999998,0.0,0
cod105__C:NOC__s1.json.gz,cod105.mps.gz,C:NOC,1,True,2.7755575615628914e-15,4.440892098500626e-15,1.2434497875801753e-14,-12.0,-12.0,0.0,0
cod105__C:NOC__s2.json.gz,cod105.mps.gz,C:NOC,2,True,4.856508163561958e-16,8.881784197001252e-16,1.5543122344752192e-15,-12.0,-12.0,0.0,0
cod105__C:NOC__s3.json.gz,cod105.mps.gz,C:NOC,3,True,2.2834078794938662e-15,3.885780586188048e-15,4.6629367034256575e-15,-12.0,-12.0,0.0,0
cod105__C:NOC__s4.json.gz,cod105.mps.gz,C:NOC,4,True,1.4432899320127035e-15,1.6653345369377348e-15,4.884981308350689e-15,-12.0,-12.000000000000004,2.96059473233375e-16,0
cod105__C:PSC>D@25__s0.json.gz,cod105.mps.gz,C:PSC>D@25,0,True,3.516898462598322e-15,4.334730980883684e-15,8.215650382226158e-15,-12.0,-12.0,0.0,0
cod105__C:PSC>D@25__s1.json.gz,cod105.mps.gz,C:PSC>D@25,1,True,3.042011087472929e-14,3.9882728951709606e-14,5.639932965095795e-14,-11.999999999999996,-11.999999999999996,0.0,0
cod105__C:PSC__s0.json.gz,cod105.mps.gz,C:PSC,0,True,3.516898462598322e-15,4.334730980883684e-15,8.215650382226158e-15,-12.0,-12.0,0.0,0
cod105__C:PSC__s1.json.gz,cod105.mps.gz,C:PSC,1,True,3.042011087472929e-14,3.9882728951709606e-14,5.639932965095795e-14,-11.999999999999996,-11.999999999999996,0.0,0
cod105__C:PSC__s2.json.gz,cod105.mps.gz,C:PSC,2,True,5.6744141706329456e-15,6.05765437811101e-15,1.2212453270876722e-14,-11.999999999999998,-11.999999999999998,0.0,0
cod105__C:PSC__s3.json.gz,cod105.mps.gz,C:PSC,3,True,2.7977620220553945e-14,2.7977620220553945e-14,4.729550084903167e-14,-12.000000000000002,-12.000000000000002,0.0,0
